model,step,lrap,eval_loss,data
tmp2000radbert150,6,0.96470746031746,0.204721090102953,2000
tmp2000radbert175,7,0.966968015873016,0.192496836185455,2000
tmp2000radbert200,8,0.971042857142857,0.185934531546774,2000
tmp2000radbert225,9,0.971352142857143,0.180335433828452,2000
tmp2000radbert250,10,0.971036031746032,0.178570509193436,2000
tmp2000fsbert25,1,0.785874676870748,0.481680305231185,2000
tmp2000fsbert50,2,0.870210589569161,0.381147194712881,2000
tmp2000fsbert75,3,0.913869282879818,0.311071651795554,2000
tmp2000fsbert100,4,0.937143469387755,0.274913160810395,2000
tmp2000fsbert125,5,0.952180393990929,0.244088420910495,2000
tmp2000fsbert150,6,0.957610396825397,0.220318927060044,2000
tmp2000fsbert175,7,0.962577222222222,0.209950957269896,2000
tmp2000fsbert200,8,0.964073253968254,0.20170236745524,2000
tmp2000fsbert225,9,0.963464761904762,0.201877258718014,2000
tmp2000fsbert250,10,0.964171349206349,0.202646266136851,2000
tmp2000gerbert25,1,0.73833070861678,0.496909476934917,2000
tmp2000gerbert50,2,0.853782437641722,0.391301472508718,2000
tmp2000gerbert75,3,0.90244238095238,0.318989653199438,2000
tmp2000gerbert100,4,0.926244702380952,0.283035373876965,2000
tmp2000gerbert125,5,0.940146210317459,0.25488774123646,2000
tmp2000gerbert150,6,0.951692718253968,0.232929601319252,2000
tmp2000gerbert175,7,0.954897083333334,0.216827487425199,2000
tmp2000gerbert200,8,0.961443591269841,0.208378995221759,2000
tmp2000gerbert225,9,0.962382083333334,0.203886947343274,2000
tmp2000gerbert250,10,0.962124305555556,0.201689598934045,2000
tmp2000multibert25,1,0.705967817460318,0.536953618602147,2000
tmp2000multibert50,2,0.83176808956916,0.438598165436397,2000
tmp2000multibert75,3,0.875287494331066,0.369626396232181,2000
tmp2000multibert100,4,0.904047437641723,0.322204564062376,2000
tmp2000multibert125,5,0.913467457482993,0.296452725217456,2000
tmp2000multibert150,6,0.91851658446712,0.279103878944639,2000
tmp2000multibert175,7,0.922908035714285,0.272566052183272,2000
tmp2000multibert200,8,0.922922140022676,0.267884471586772,2000
tmp2000multibert225,9,0.927512695578231,0.262857000979166,2000
tmp2000multibert250,10,0.926816267006803,0.262107905887422,2000
tmp1000radbert12,1,0.742507613378684,0.534435640251826,1000
tmp1000radbert24,2,0.806759302721088,0.466392647652399,1000
tmp1000radbert36,3,0.846101028911564,0.406884191055146,1000
tmp1000radbert48,4,0.890728251133786,0.358311827930193,1000
tmp1000radbert60,5,0.912899702380951,0.321975523753772,1000
tmp1000radbert72,6,0.92745121031746,0.289938554404274,1000
tmp1000radbert84,7,0.936612162698412,0.277194012252111,1000
tmp1000radbert96,8,0.943853591269841,0.263269364833832,1000
tmp1000radbert108,9,0.94547501984127,0.256428155870665,1000
tmp1000radbert120,10,0.946518353174603,0.251858081136431,1000
tmp1000fsbert12,1,0.715795198412697,0.529892999501455,1000
tmp1000fsbert24,2,0.780554676870748,0.470187615780603,1000
tmp1000fsbert36,3,0.82423066893424,0.444837739543309,1000
tmp1000fsbert48,4,0.853866145124717,0.383468793498145,1000
tmp1000fsbert60,5,0.884843208616781,0.347731364861367,1000
tmp1000fsbert72,6,0.904500136054422,0.329234580908503,1000
tmp1000fsbert84,7,0.90894404478458,0.315325979675565,1000
tmp1000fsbert96,8,0.913893171768707,0.307033699419763,1000
tmp1000fsbert108,9,0.91527039399093,0.299734671910604,1000
tmp1000fsbert120,10,0.916879282879819,0.296593447999349,1000
tmp1000gerbert12,1,0.732498373015873,0.538510053876847,1000
tmp1000gerbert24,2,0.754610787981858,0.507021301795566,1000
tmp1000gerbert36,3,0.80425910430839,0.436944765704019,1000
tmp1000gerbert48,4,0.873781507936507,0.376889331000192,1000
tmp1000gerbert60,5,0.891074206349206,0.343436940794899,1000
tmp1000gerbert72,6,0.888459917800453,0.33959065590586,1000
tmp1000gerbert84,7,0.906872993197279,0.30945084657934,1000
tmp1000gerbert96,8,0.908315076530612,0.299561071490485,1000
tmp1000gerbert108,9,0.912873489229024,0.293213092855045,1000
tmp1000gerbert120,10,0.912527616213152,0.291091641736409,1000
tmp1000multibert12,1,0.710886978458049,0.549996854293914,1000
tmp1000multibert24,2,0.747012261904761,0.538483732276493,1000
tmp1000multibert36,3,0.792145833333333,0.495182003293719,1000
tmp1000multibert48,4,0.808581009070294,0.460322227269884,1000
tmp1000multibert60,5,0.81833283446712,0.434591397406563,1000
tmp1000multibert72,6,0.835700430839001,0.416767272211257,1000
tmp1000multibert84,7,0.840502358276643,0.402255969861197,1000
tmp1000multibert96,8,0.859572596371881,0.3883146279388,1000
tmp1000multibert108,9,0.865394897959183,0.378552052473265,1000
tmp1000multibert120,10,0.870274659863945,0.375804379818931,1000
tmp500radbert6,1,0.728321286848072,0.562597635719511,500
tmp500radbert12,2,0.755323270975056,0.522401395771239,500
tmp500radbert18,3,0.802506706349205,0.484745022796449,500
tmp500radbert24,4,0.817410674603174,0.450503169071107,500
tmp500radbert30,5,0.834095912698412,0.424872043586913,500
tmp500radbert36,6,0.849381666666666,0.405885614573009,500
tmp500radbert42,7,0.864398390022675,0.386868165125923,500
tmp500radbert48,8,0.872934999999999,0.378584235433548,500
tmp500radbert54,9,0.877525711451246,0.374854533445267,500
tmp500radbert60,10,0.877941267006801,0.372877831969942,500
tmp500fsbert6,1,0.730271105442176,0.541203502151701,500
tmp500fsbert12,2,0.715709540816327,0.524079971370243,500
tmp500fsbert18,3,0.763577295918367,0.493621848405354,500
tmp500fsbert24,4,0.796746105442177,0.473186287615034,500
tmp500fsbert30,5,0.808870629251701,0.454730950177662,500
tmp500fsbert36,6,0.81420820861678,0.429936250996968,500
tmp500fsbert42,7,0.82536439909297,0.415044399007918,500
tmp500fsbert48,8,0.835004342403628,0.40620068094087,500
tmp500fsbert54,9,0.83851537414966,0.398714700861583,500
tmp500fsbert60,10,0.843814795918367,0.394557206403642,500
tmp500gerbert6,1,0.71429189909297,0.555521774386603,500
tmp500gerbert12,2,0.704825753968254,0.534231168883187,500
tmp500gerbert18,3,0.724364438775509,0.514543073990988,500
tmp500gerbert24,4,0.765556581632653,0.488332656167802,500
tmp500gerbert30,5,0.796465731292516,0.469218229963666,500
tmp500gerbert36,6,0.823630232426304,0.442286791309478,500
tmp500gerbert42,7,0.834776105442176,0.425308527454497,500
tmp500gerbert48,8,0.848285532879818,0.412048180898031,500
tmp500gerbert54,9,0.850829818594104,0.404132367599578,500
tmp500gerbert60,10,0.854228548752834,0.401504743193823,500
tmp500multibert6,1,0.693984739229024,0.622867184025901,500
tmp500multibert12,2,0.720202851473922,0.554787819820737,500
tmp500multibert18,3,0.710702851473922,0.544586833980348,500
tmp500multibert24,4,0.709895595238095,0.538439850012461,500
tmp500multibert30,5,0.747061468253968,0.530941772555548,500
tmp500multibert36,6,0.75658017573696,0.517798978184897,500
tmp500multibert42,7,0.765030175736961,0.506154408530583,500
tmp500multibert48,8,0.777474778911564,0.495158612255066,500
tmp500multibert54,9,0.793733191609977,0.485595590538449,500
tmp500multibert60,10,0.791481921768707,0.482944080280879,500
